ID_Reserva,Sexo,Tipo_Habitacion,Motivo_Viaje,Comentario_Positivo,Comentario_Negativo,Reseña_Completa,Rating
44463,M,Doble (1 cama),TURISMO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad. Volvería.,4
57420,M,Triple,NEGOCIO,el cuarto era amplio,,El cuarto era amplio. Lo recomiendo.,4
14886,M,Sencilla,TURISMO,la habitacion estaba llimpia,se escuchaba todo del pasillo y el baño tenía problemas,La habitacion estaba llimpia. Se escuchaba todo del pasillo y el baño tenía problemas.,3
2382,F,Doble Twin (2 camas),DEPORTIVO,todo estuvo bien en general,,Todo estuvo bien en general.,5
34913,F,Doble (1 cama),SALUD,buena relacion calidad precio,lalimpieza podria mejorar,Buena relacion calidad precio. aunque lalimpieza podria mejorar.,2
30098,F,Doble Twin (2 camas),SALUD,el personal hizo todo lo posible por ayudar,en recepcipn se demoraron demasiado,Aunque igual en recepcipn se demoraron demasiado. El personal hizo todo lo posible por ayudar.,3
67935,M,Triple,SALUD,,el baño estaba algo descuidado,Pues El baño estaba algo descuidado.,3
98891,M,Sencilla,SALUD,,los muebles estaban algo deteriorados,Los muebles estaban algo deteriorados.,4
68999,F,Sencilla,PERSONAL,la atencion fue excelente,,La atencion fue excelente. Buen hotel.,4
74137,M,Doble Twin (2 camas),TURISMO,,el baño tenia problemas y el parqueadero era muy pequeño,El baño tenia problemas y el parqueadero era muy pequeño,1
77089,F,Triple,NEGOCIO,las camas eran comodas,habia humedad en el cuarto,Las camas eran comodas. igual habia humedad en el cuarto.,3
91133,M,Triple,SALUD,precio justo por lo que ofrece,las instalaciones estan algo viejas,"Precio justo por lo que ofrece, eso si las instalaciones estan algo viejas.",4
76397,M,Triple,DEPORTIVO,,poca variedad en el desayuno,Poca variedad en el desayuno.,2
29971,M,Sencilla,SALUD,muy burnavista desde la habitacion,el ascenssor tardaba mucho,Sin embargo el ascenssor tardaba mucho. Muy burnavista desde la habitacion.,3
59429,F,Doble (1 cama),NEGOCIO,buenas instalaciones en general,habia humedad en el cuarto,Buenas instalaciones en general. pero la verdad habia humedad en el cuarto.,2
50036,F,Sencilla,SALUD,,el precio era algo elevado para lo que ofrece,El precio era algo elevado para lo que ofrece.,3
52266,M,Doble Twin (2 camas),TURISMO,el parqueadero fue util,el servicio fue algo demorado,El parqueadero fue util. El servicio fue algo demorado.,5
61694,M,Doble (1 cama),TURISMO,excelente ubicación cerca a todo,la limpieza podria mejorar,Excelente ubicación cerca a todo. La limpieza podria mejorar.,3
90070,M,Doble (1 cama),OTRO,,las instalaciones estan algo viejas,Pues Las instalaciones estan algo viejas,3
78147,M,Sencilla,NEGOCIO,,,"regular, ni muy bien ni muy mal.",4
91496,F,Doble (1 cama),SALUD,el restaurante del hotel estuvo rico,ka puerta no cerraba bien,El restaurante del hotel estuvo rico. Ka puerta no cerraba bien.,1
20758,M,Doble (1 cama),SALUD,muy buen hotel en general,,Muy buen hotel en general. Sin quejas.,5
46215,M,Doble Twin (2 camas),SALUD,las camas eran comodas,poca variedad en el desayuno,"Las camas eran comodas, igual poca variedad en el desayuno.",4
4219,M,Doble (1 cama),NEGOCIO,el colchon era comodisimo,,El colchon era comodisimo. Sin quejas.,3
64277,M,Doble Twin (2 camas),SALUD,,en recepcion se demoraron demasiado,Honestamente En recepcion se demoraron demasiado,4
14703,M,Sencilla,NEGOCIO,,la tv no funcionaba bien,La verdad La tv no funcionaba bien,2
39722,F,Doble Twin (2 camas),TURISMO,el personal fue muy amable,demasiado ruido externo,El personal fue muy amable. sin embargo demasiado ruido externo.,3
55522,M,Doble Twin (2 camas),DEPORTIVO,buenas instalaciones en general,las instalaciones estan algo viejas,Buenas instalaciones en general. la verdad las instalaciones estan algo viejas.,3
12253,M,Sencilla,TURISMO,el desayuno estuvo muy rico,problemas con el agua caliente,El desayuno estuvo muy rico. Prroblemas con el agua calIente.,3
16213,M,Doble Twin (2 camas),SALUD,,la puerta no cerraba bien,La puerta no cerrraba bien.,3
96702,M,Sencilla,PERSONAL,la recepcion fue muy cordial,rl servicio fuue algo demorado,"La recepcion fue muy cordial, igual rl servicio fuue algo demorado.",3
19569,F,Doble Twin (2 camas),DEPORTIVO,,el wifi era muy lento,El wifi era muy lento.,4
46656,M,Sencilla,DEPORTIVO,me gusto el servicio,no pude dormir bien por el ruido y la comida se demoró bastante,Aunque igual no pude dormir bien por el ruido y la comida se demoró bastante. Me gusto el servicio.,3
41880,M,Doble Twin (2 camas),TURISMO,,el desayuno no fuelo esperado y el colchon estaba algo viejo,La verdad El desayuno no fuelo esperado y el colchon estaba algo viejo.,2
45966,F,Cuádruple,OTRO,,el ascensor tardaba mucho,La verdad El ascensor tardaba mucho.,3
60681,M,Doble Twin (2 camas),TURISMO,muy bien ubicado cerca al centro,la atencionpudo ser mejor,"Muy bien ubicado cerca al centro, eso sí la atencionpudo ser mejor.",3
28114,M,Sencilla,OTRO,la atencion fue excelente,el servicio fue algo demorado y la atencion pudo ser mejor,La atencion fue excelente. igual el servicio fue algo demorado y la atencion pudo ser mejor.,2
69303,M,Triple,PERSONAL,muy buena vista desde la habitacion,el ascensor tardabamucho,Muy buena vista desde la habitacion. El ascensor tardabamucho.,3
64298,M,Doble Twin (2 camas),PERSONAL,el checkk in fue rapido,habia olor raro en la habitacion,El checkk in fue rapido. Habia olor raro en la habitacion.,3
46652,F,Doble Twin (2 camas),NEGOCIO,,había mucho ruido en la noche y la atención pudo ser mejor y el cuarto era muy pequeño,Honestamente Había mucho ruido en la noChe y la atención pudo ser mejor y el cuarto era muy pequeñño.,1
63411,M,Doble Twin (2 camas),PERSONAL,me parecio un hotel muy completo,el desayuno no fue lo esperado,"Me parecio un hotel muy completo, igual el desayuno no fue lo esperado.",3
13795,M,Doble Twin (2 camas),NEGOCIO,la habitación estaba limpia,habia mucho ruido en la noche,La habitación estaba limpia. Habia mucho ruido en la noche.,5
58431,F,Sencilla,NEGOCIO,,,cumple pero nada del otro mundo.,2
95633,F,Triple,OTRO,,el desayuno no fue lo esperado,Pues El desayuno no fue lo esperado.,3
92326,F,Sencilla,OTRO,la habitacion estaba limPia,demasiado ruido externo y el desayuno no fue lo esperado,"La habitacion estaba limpia, la verdad demasiado ruido externo y el desayuno no fue lo esperado.",4
60303,F,Triple,TURISMO,el cuarto era amplio,la puerta no cerraba bien,El cuarto era amplio. aunque la puerta no cerraba bien.,3
42800,F,Doble (1 cama),NEGOCIO,buen servicio de habitaciones,habia olor raro enla hAbitacion,Buen servicio de habitaciones. aunque habia olor raro enla hAbitacion.,4
9804,M,Doble (1 cama),TURISMO,el wifi funcionaba biien,el wIfi era muy lento,El wifi funcionaba biien. pero la verdad el wIfi era muy lento.,4
40356,M,Triple,TURISMO,buena experiencia en general lo recomiendo,el baño tenia problemas,"Buena experiencia en general lo recomiendo, aunque el baño tenia problemas.",3
6856,F,Doble (1 cama),NEGOCIO,buen servicio de habitaciones,,Buen servicio de habitaciones.,4
94163,F,Triple,PERSONAL,,el precio era algo elevado para lo que ofrece y no habia agua caliente enla mañana,El precio era algo elevado para lo que ofrece y no habia agua caliente enla mañana.,2
16084,M,Cuádruple,TURISMO,la atencion fue excelente,,La atencion fue excelente. Lorecomiendo.,4
3960,M,Doble (1 cama),SALUD,,el aire acondicionado hacia ruido,El aire acondicionado hacia ruido.,2
45967,F,Sencilla,PERSONAL,el desayuno estuvo muy ricO,rn recepcion se demoraron demasiado,El desayuno estuvo muy rico. pero rn recepcion se demoraron demasiado.,3
85930,M,Sencilla,TURISMO,,había mucho ruido en la noche y la atencion pudo ser mejor y habia mucho ruido en la noche,Había mucho ruido en la noche y la atencion pudo ser mejor y habia mucho ruido en la noche.,2
15334,M,Sencilla,NEGOCIO,,el wifi era muy lento,Honestamente El wifi era muy lento.,2
89754,M,Sencilla,NEGOCIO,buena relación calidad precio,la limpieza podria mejorar,Buena relación calidad precio. La limpieza podria mejorar.,4
22542,M,Sencilla,TURISMO,la habitacion estaba limpia,habia mucho ruido enla noche,"La habitacion estaba limpia, peeo habia mucho ruido enla noche.",4
98057,F,Doble Twin (2 camas),NEGOCIO,,rl colchon estaba algo viejo,Rl colchon estaba algo viejo.,2
32970,M,Doble (1 cama),NEGOCIO,,,fue una experiencia del monton.,1
68632,M,Sencilla,TURISMO,,no pude dormir bien por el ruido,Pues No pude dormir bien por el ruido.,3
23865,F,Sencilla,NEGOCIO,las camas eran comodas,,Las camas eran comodas. Volvería.,4
73339,M,Sencilla,PERSONAL,,no pude dormir bien por el ruido,No pude dormir bien por eel ruido.,1
21989,M,Triple,NEGOCIO,,había mucho ruido en la noche y la atención pudo ser mejor y el baño tenia problemas,Había mucho ruido en la noche y la atención pudo ser mejor y el baño tenia problemas.,1
44383,M,Cuádruple,TURISMO,me gustó el servicio,el baño estaba algo descuidado y el personal no fue muy atEnto,Eso sí el baño estaba algo descuidado y el personal no fue muy atEnto. Me gustó el servicio.,2
74380,M,Triple,NEGOCIO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad. Volvería.,4
56885,F,Sencilla,TURISMO,muy bien ubicado cerca al centro,la atencion pudo ser mejor,Pero la verdad la atencion pudo ser mejor. Muy bien ubicado cerca al centro.,2
61562,F,Sencilla,PERSONAL,,,nada especial la verdad.,2
31389,M,Doble Twin (2 camas),DEPORTIVO,el check in fue rapido,el parqueadero era muy pequeño,"El check in fue rapido, eso sí el parqueadero era muy pequeño.",4
54090,M,Sencilla,OTRO,buena relacion calidad precio,la puerta no cerraba bien y demasiado ruido externo,Buena relacion calidad precio. eso si la puerta no cerraba bien y demasiado ruido externo.,2
83543,M,Sencilla,SALUD,me parecio un hotel muy completo,demorado el servicio de habitaciones,Pero la vErdad demorado el servicio de habitaciones. Me parecio un hotel muy completo.,3
25176,F,Sencilla,PERSONAL,el desayuno estuvo muy eico,la tv no funcionaba bien,El drsayuno estuvo muy eico. La tv no funcionaba bien.,4
25430,F,Triple,TURISMO,buena experiencia en generaal lo recomiiendo,no habia agua calienTeen la mañana,Buena experiencia en generaal lo recomiiendo. No habia agua calienteen la mañana.,4
84948,F,Sencilla,TURISMO,,,no tengo mucho que decir.,2
87154,M,Doble (1 cama),TURISMO,habitacion espaciosa y limpia,se escuchaba todo del pasillo y en recepción se demoraron demasiado,Habitacion espaciosa y limpia. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,4
57640,M,Doble (1 cama),TURISMO,la piscina estaba muy bien,,La piscina estaba muy bien. Volvería.,5
52849,M,Doble Twin (2 camas),DEPORTIVO,habitacion espaciosa y limpia,,Habitacion espaciosa y limpia. Sin quejas.,4
4826,F,Doble (1 cama),SALUD,las camas eran cómodas,falta mantenimiento en algunas areas,"Las camas eran cómodas, aunque falta mantenimiento en algunas areas.",3
97650,F,Triple,TURISMO,la ubicacion es muy buena,el wifi era muylento,La ubicacion es muy buena. El wifi era muylento.,1
81492,M,Triple,PERSONAL,el wifi funcionaba bien,habia humedad en el cuarto,El wifi funcionaba bien. Habia humedad en el cuarto.,3
26863,F,Doble (1 cama),TURISMO,habitacion espaciosa y limpia,,Habitacion espaciosa y limpia.,3
59926,F,Triple,DEPORTIVO,las camas eran cómofas,demasiado ruido externo,Las camas eran cómofas. Demasiado ruido externo.,3
78621,M,Doble Twin (2 camas),TURISMO,el wifi funcionaba bien,,El wwifi funcionaba bien. Buen hotel.,3
57302,M,Sencilla,OTRO,la recepcion fue muy cordial,se escuchaba todo del pasillo y la cama no era muy comoda,"La recepcion fue muy cordial, pero se escuchaba todo del pasillo y la cama no era muy comoda.",1
51965,M,Doble (1 cama),NEGOCIO,la habitación estaba limpia,demorado el servicio de habitaciones,La habitaciónrstaba limpia. Demorado el servicio de habitaciones.,4
1583,F,Doble Twin (2 camas),TURISMO,me gusto el servicIo,demasiado ruido externo,"Me gusto el servicio, la verdad demasiado ruido externo.",3
93371,F,Sencilla,TURISMO,el cuartO era amplio,no pude dormir bien por el ruido,El cuarto era amplio. No pude dormir bien por el ruido.,4
29153,F,Doble Twin (2 camas),NEGOCIO,buenas instalaciones en general,,Buenas instalaciones en general. Volvería.,4
27972,M,Sencilla,PERSONAL,excelente ubicación cerca a todo,se escuchsba todo del pasillo y en recepción se demoraron demasiado,Excelente ubicación cerca a todo. Se escuchsba todo del pasillo y en recepción se demoraron demasiado.,3
37483,M,Doble Twin (2 camas),NEGOCIO,precio justo por lo que ofreCe,la cama no era muy comoda,Precio justo por lo que ofrece. pero la verdad la cama no era muy comoda.,3
99608,M,Triple,SALUD,las toallas y ropa de cama limpias,,Las toallas y ropa de cama limpias. Lo recomiendo.,4
93243,M,Doble Twin (2 camas),DEPORTIVO,la piscina estaba muy bien,,La piscina estaba muy bien. Volvería.,1
9200,M,Doble Twin (2 camas),SALUD,,,esperaba masla verdad.,1
14336,M,Doble (1 cama),PERSONAL,la atrncionfue excelente,,La atrncionfue excelente. Sin quejas.,4
71371,M,Doble (1 cama),SALUD,,el aiee acondicionado hacia ruido,La verdad El aiee acondicionado hacia ruido.,2
25505,M,Sencilla,TURISMO,,,cumple pero nada del otro mundo.,1
48945,M,Sencilla,DEPORTIVO,el cuarto era amplio,,El cuarto era amplio. Volvería.,5
43727,F,Doble Twin (2 camas),TURISMO,,en recepcion se demoraron demasiado,En recepcion se demoraron demasiado.,1
26830,F,Sencilla,SALUD,,el cuarto era muy pequeno,El cuarto era muy pequeno,2
60972,M,Doble (1 cama),SALUD,el wifi funcionaba bien,habia humedad en eel cuarto,Pero habia humedad en eel cuarto. El wifi funcionaba bien.,3
15936,M,Doble Twin (2 camas),DEPORTIVO,las camas eran comodas,el desayuno no fue lo esperado,Las camas eran comodas. pero el desayuno no fue lo esperado.,3
35387,M,Sencilla,NEGOCIO,las cAmas erancomodas,,Las camas erancomodas.,4
88910,F,Sencilla,DEPORTIVO,habitacion espaciosa y limpia,,Habitacion espaciosa y limpia.,4
65157,F,Doble (1 cama),SALUD,muy buen hotel en general,,Muy buen hotel en general. Buen hotel.,3
70168,M,Sencilla,DEPORTIVO,,la cama no era muy comoda,Pues La cama no era muy comoda.,3
84769,F,Doble (1 cama),TURISMO,el personal hizo todo lo posible por ayudar,,El personal hizo todo lo posible por ayudar. Buen hotel.,4
42078,F,Doble Twin (2 camas),NEGOCIO,el colchon eea comodisimo,habia mucho ruido en la noche,"El colchon eea comodisimo, pero habia mucho ruido en la noche.",3
79246,M,Doble Twin (2 camas),NEGOCIO,,,esperaba mas la verdad.,4
51939,M,Sencilla,DEPORTIVO,buena experiencia en general lo recomiendo,la cama no era muy comoda,Buena experiencia en general lo recomiendo. aunque igual la cama no era muy comoda.,5
81125,F,Suite,DEPORTIVO,excelente ubicación cerca a todo,se escuchaba todo del pasillo,La verdad se escuchaba todo del pasillo. Excelente ubicación cerca a todo.,3
52451,M,Doble (1 cama),OTRO,el personal super amable y atento,,El personal super amable y atento. Volvería.,4
77939,M,Sencilla,PERSONAL,el cuarto era amplio,la cama no era muy comoda,El cuarto era amplio. La cama no era muy comoda.,3
15972,M,Doble Twin (2 camas),PERSONAL,,no pude dormir bien por el ruido,Pues No pude dormir bien por el ruido.,2
46603,M,Triple,TURISMO,la habitación rstabalimpia,se escuchaba todo del pasillo,"La habitación rstabalimpia, aunque se escuchaba todo del pasillo.",3
47135,F,Suite,NEGOCIO,me parecio un hotel muy completo,,Me parecio un hotel muy completo. Volvería.,4
81918,M,Doble (1 cama),TURISMO,el personal fue muy amable,la puerta no cerraba bien,"El personal fue muy amable, aunque igual la puerta no cerraba bien.",3
23613,M,Doble Twin (2 camas),SALUD,me gusto el servicio,problemas con el agua caliente,Me gusto el servicio. aunque problemas con el agua caliente.,3
89288,F,Triple,DEPORTIVO,la ubicación es muy buena,,La ubicación es muy buena.,4
93535,M,Sencilla,NEGOCIO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad. Buen hotel.,4
39986,M,Sencilla,DEPORTIVO,el wifi funcionaba bien,,El wifi funcionaba bien.,4
81541,F,Triple,NEGOCIO,la habitacion estaba limpiaa,habia humedad en el cuarto,La habitacion estaba limpiaa. igual habia humedad en el cuarto.,3
78354,M,Cuádruple,PERSONAL,,la tv no funcionaba bien,La tv no funcionaba bien.,2
12108,M,Sencilla,OTRO,la recepcion fue muy cordial,,La recepcion fue muy cordial.,4
89094,F,Doble Twin (2 camas),TURISMO,,demorado el servicio de habitaciones,La veedad Demorado el servicio dehabitaciones.,2
18556,F,Sencilla,NEGOCIO,,el wifi era muy lento,El wifi era muy lento.,4
42049,M,Doble (1 cama),OTRO,habitacion espaciosa y limpia,los muebles estaban algo deteriorados,Habitacion espaciosa y limpia. pero los muebles estaban algo deteriorados.,4
16448,M,Doble Twin (2 camas),TURISMO,el personal hizo todo lo posible por ayudar,el ascensor tardaba mucho y el aire acondicionado hacia ruido,El personal hizo todo lo posible por ayudar. sin embargo el ascensor tardaba mucho y el aire acondicionado hacia ruido.,2
